tag,aega_min,aega_max,aega_step,pc,pm_high,pm_low,sbx_eta_rw,pm_eta_rw,hv,igd,wall_s,cpu_s
aega_200_280_20_pc0.95_pm0.50_0.08_rw1.5_3,200,280,20,0.95,0.50,0.08,1.5,3,0.556452,0.356540,0.665,0.662
aega_200_280_20_pc0.95_pm0.50_0.08_rw1.5_5,200,280,20,0.95,0.50,0.08,1.5,5,0.702814,0.222689,0.697,0.669
aega_200_280_20_pc0.95_pm0.50_0.08_rw1.5_8,200,280,20,0.95,0.50,0.08,1.5,8,0.677426,0.232732,0.662,0.658
aega_200_280_20_pc0.95_pm0.50_0.08_rw2.0_3,200,280,20,0.95,0.50,0.08,2.0,3,0.702974,0.222721,0.711,0.672
aega_200_280_20_pc0.95_pm0.50_0.08_rw2.0_5,200,280,20,0.95,0.50,0.08,2.0,5,0.703368,0.222521,0.655,0.652
aega_200_280_20_pc0.95_pm0.50_0.08_rw2.0_8,200,280,20,0.95,0.50,0.08,2.0,8,0.343356,0.490745,0.592,0.589
aega_200_280_20_pc0.95_pm0.50_0.08_rw2.5_3,200,280,20,0.95,0.50,0.08,2.5,3,0.327606,0.497593,0.630,0.603
aega_200_280_20_pc0.95_pm0.50_0.08_rw2.5_5,200,280,20,0.95,0.50,0.08,2.5,5,0.702884,0.222699,0.657,0.654
aega_200_280_20_pc0.95_pm0.50_0.08_rw2.5_8,200,280,20,0.95,0.50,0.08,2.5,8,0.702010,0.223820,0.685,0.672
aega_200_280_20_pc0.95_pm0.50_0.08_rw3.0_3,200,280,20,0.95,0.50,0.08,3.0,3,0.561115,0.349183,0.642,0.638
aega_200_280_20_pc0.95_pm0.50_0.08_rw3.0_5,200,280,20,0.95,0.50,0.08,3.0,5,0.721526,0.209607,0.652,0.648
aega_200_280_20_pc0.95_pm0.50_0.08_rw3.0_8,200,280,20,0.95,0.50,0.08,3.0,8,0.702685,0.222710,0.681,0.658
aega_200_280_20_pc0.95_pm0.50_0.10_rw1.5_3,200,280,20,0.95,0.50,0.10,1.5,3,0.560708,0.349872,0.664,0.660
aega_200_280_20_pc0.95_pm0.50_0.10_rw1.5_5,200,280,20,0.95,0.50,0.10,1.5,5,0.702916,0.222506,0.702,0.685
aega_200_280_20_pc0.95_pm0.50_0.10_rw1.5_8,200,280,20,0.95,0.50,0.10,1.5,8,0.444024,0.397693,0.643,0.613
aega_200_280_20_pc0.95_pm0.50_0.10_rw2.0_3,200,280,20,0.95,0.50,0.10,2.0,3,0.275465,0.568400,0.718,0.676
aega_200_280_20_pc0.95_pm0.50_0.10_rw2.0_5,200,280,20,0.95,0.50,0.10,2.0,5,0.721879,0.209144,0.675,0.668
aega_200_280_20_pc0.95_pm0.50_0.10_rw2.0_8,200,280,20,0.95,0.50,0.10,2.0,8,0.443871,0.398161,0.670,0.636
aega_200_280_20_pc0.95_pm0.50_0.10_rw2.5_3,200,280,20,0.95,0.50,0.10,2.5,3,0.699823,0.224997,0.684,0.677
aega_200_280_20_pc0.95_pm0.50_0.10_rw2.5_5,200,280,20,0.95,0.50,0.10,2.5,5,0.559644,0.351216,0.649,0.645
aega_200_280_20_pc0.95_pm0.50_0.10_rw2.5_8,200,280,20,0.95,0.50,0.10,2.5,8,0.557489,0.355264,0.640,0.637
aega_200_280_20_pc0.95_pm0.50_0.10_rw3.0_3,200,280,20,0.95,0.50,0.10,3.0,3,0.721327,0.209190,0.653,0.649
aega_200_280_20_pc0.95_pm0.50_0.10_rw3.0_5,200,280,20,0.95,0.50,0.10,3.0,5,0.702897,0.222489,0.699,0.678
aega_200_280_20_pc0.95_pm0.50_0.10_rw3.0_8,200,280,20,0.95,0.50,0.10,3.0,8,0.702352,0.223222,0.644,0.640
aega_200_280_20_pc0.98_pm0.40_0.08_rw1.5_3,200,280,20,0.98,0.40,0.08,1.5,3,0.730849,0.205781,0.715,0.692
aega_200_280_20_pc0.98_pm0.40_0.08_rw1.5_5,200,280,20,0.98,0.40,0.08,1.5,5,0.703392,0.222953,0.654,0.650
aega_200_280_20_pc0.98_pm0.40_0.08_rw1.5_8,200,280,20,0.98,0.40,0.08,1.5,8,0.564203,0.346966,0.661,0.657
aega_200_280_20_pc0.98_pm0.40_0.08_rw2.0_3,200,280,20,0.98,0.40,0.08,2.0,3,0.702768,0.222607,0.687,0.666
aega_200_280_20_pc0.98_pm0.40_0.08_rw2.0_5,200,280,20,0.98,0.40,0.08,2.0,5,0.559642,0.353044,0.664,0.661
aega_200_280_20_pc0.98_pm0.40_0.08_rw2.0_8,200,280,20,0.98,0.40,0.08,2.0,8,0.559707,0.349973,0.640,0.637
aega_200_280_20_pc0.98_pm0.40_0.08_rw2.5_3,200,280,20,0.98,0.40,0.08,2.5,3,0.184965,0.670274,0.612,0.597
aega_200_280_20_pc0.98_pm0.40_0.08_rw2.5_5,200,280,20,0.98,0.40,0.08,2.5,5,0.381817,0.459143,0.639,0.635
aega_200_280_20_pc0.98_pm0.40_0.08_rw2.5_8,200,280,20,0.98,0.40,0.08,2.5,8,0.517927,0.323407,0.676,0.668
aega_200_280_20_pc0.98_pm0.40_0.08_rw3.0_3,200,280,20,0.98,0.40,0.08,3.0,3,0.372922,0.463624,0.604,0.593
aega_200_280_20_pc0.98_pm0.40_0.08_rw3.0_5,200,280,20,0.98,0.40,0.08,3.0,5,0.443304,0.392789,0.700,0.686
aega_200_280_20_pc0.98_pm0.40_0.08_rw3.0_8,200,280,20,0.98,0.40,0.08,3.0,8,0.702571,0.222604,0.660,0.653
aega_200_280_20_pc0.98_pm0.40_0.10_rw1.5_3,200,280,20,0.98,0.40,0.10,1.5,3,0.702371,0.223060,0.950,0.772
aega_200_280_20_pc0.98_pm0.40_0.10_rw1.5_5,200,280,20,0.98,0.40,0.10,1.5,5,0.558039,0.355134,0.861,0.767
aega_200_280_20_pc0.98_pm0.40_0.10_rw1.5_8,200,280,20,0.98,0.40,0.10,1.5,8,0.781308,0.128622,0.775,0.714
aega_200_280_20_pc0.98_pm0.40_0.10_rw2.0_3,200,280,20,0.98,0.40,0.10,2.0,3,0.701131,0.223814,0.651,0.647
aega_200_280_20_pc0.98_pm0.40_0.10_rw2.0_5,200,280,20,0.98,0.40,0.10,2.0,5,0.702846,0.222719,0.796,0.746
aega_200_280_20_pc0.98_pm0.40_0.10_rw2.0_8,200,280,20,0.98,0.40,0.10,2.0,8,0.702845,0.222716,0.662,0.655
aega_200_280_20_pc0.98_pm0.40_0.10_rw2.5_3,200,280,20,0.98,0.40,0.10,2.5,3,0.492574,0.379429,0.653,0.649
aega_200_280_20_pc0.98_pm0.40_0.10_rw2.5_5,200,280,20,0.98,0.40,0.10,2.5,5,0.263121,0.583025,0.690,0.650
aega_200_280_20_pc0.98_pm0.40_0.10_rw2.5_8,200,280,20,0.98,0.40,0.10,2.5,8,0.368287,0.464616,0.653,0.634
aega_200_280_20_pc0.98_pm0.40_0.10_rw3.0_3,200,280,20,0.98,0.40,0.10,3.0,3,0.561895,0.348681,0.852,0.768
aega_200_280_20_pc0.98_pm0.40_0.10_rw3.0_5,200,280,20,0.98,0.40,0.10,3.0,5,0.702731,0.222775,1.051,0.876
aega_200_280_20_pc0.98_pm0.40_0.10_rw3.0_8,200,280,20,0.98,0.40,0.10,3.0,8,0.702290,0.222880,0.962,0.813
aega_200_280_20_pc0.98_pm0.45_0.08_rw1.5_3,200,280,20,0.98,0.45,0.08,1.5,3,0.499665,0.323978,1.006,0.856
aega_200_280_20_pc0.98_pm0.45_0.08_rw1.5_5,200,280,20,0.98,0.45,0.08,1.5,5,0.703487,0.222267,1.392,0.976
aega_200_280_20_pc0.98_pm0.45_0.08_rw1.5_8,200,280,20,0.98,0.45,0.08,1.5,8,0.719644,0.210705,1.195,0.916
aega_200_280_20_pc0.98_pm0.45_0.08_rw2.0_3,200,280,20,0.98,0.45,0.08,2.0,3,0.561196,0.349635,1.619,1.067
aega_200_280_20_pc0.98_pm0.45_0.08_rw2.0_5,200,280,20,0.98,0.45,0.08,2.0,5,0.702667,0.222607,2.192,1.246
aega_200_280_20_pc0.98_pm0.45_0.08_rw2.0_8,200,280,20,0.98,0.45,0.08,2.0,8,0.260689,0.581308,1.955,1.141
aega_200_280_20_pc0.98_pm0.45_0.08_rw2.5_3,200,280,20,0.98,0.45,0.08,2.5,3,0.178103,0.674682,2.104,1.175
aega_200_280_20_pc0.98_pm0.45_0.08_rw2.5_5,200,280,20,0.98,0.45,0.08,2.5,5,0.338936,0.517863,2.435,1.260
aega_200_280_20_pc0.98_pm0.45_0.08_rw2.5_8,200,280,20,0.98,0.45,0.08,2.5,8,0.558502,0.356224,2.450,1.107
aega_200_280_20_pc0.98_pm0.45_0.08_rw3.0_3,200,280,20,0.98,0.45,0.08,3.0,3,0.702391,0.222735,3.813,1.312
aega_200_280_20_pc0.98_pm0.45_0.08_rw3.0_5,200,280,20,0.98,0.45,0.08,3.0,5,0.701083,0.224024,1.657,1.084
aega_200_280_20_pc0.98_pm0.45_0.08_rw3.0_8,200,280,20,0.98,0.45,0.08,3.0,8,0.564625,0.346981,1.253,0.888
aega_200_280_20_pc0.98_pm0.45_0.10_rw1.5_3,200,280,20,0.98,0.45,0.10,1.5,3,0.275109,0.566423,1.131,0.810
aega_200_280_20_pc0.98_pm0.45_0.10_rw1.5_5,200,280,20,0.98,0.45,0.10,1.5,5,0.697278,0.226646,1.437,0.987
aega_200_280_20_pc0.98_pm0.45_0.10_rw1.5_8,200,280,20,0.98,0.45,0.10,1.5,8,0.231379,0.590222,1.177,0.923
aega_200_280_20_pc0.98_pm0.45_0.10_rw2.0_3,200,280,20,0.98,0.45,0.10,2.0,3,0.558861,0.349886,1.200,0.942
aega_200_280_20_pc0.98_pm0.45_0.10_rw2.0_5,200,280,20,0.98,0.45,0.10,2.0,5,0.703396,0.222480,2.425,1.181
aega_200_280_20_pc0.98_pm0.45_0.10_rw2.0_8,200,280,20,0.98,0.45,0.10,2.0,8,0.368241,0.464673,1.796,1.089
aega_200_280_20_pc0.98_pm0.45_0.10_rw2.5_3,200,280,20,0.98,0.45,0.10,2.5,3,0.193907,0.676178,0.899,0.738
aega_200_280_20_pc0.98_pm0.45_0.10_rw2.5_5,200,280,20,0.98,0.45,0.10,2.5,5,0.267706,0.574979,0.956,0.738
aega_200_280_20_pc0.98_pm0.45_0.10_rw2.5_8,200,280,20,0.98,0.45,0.10,2.5,8,0.702317,0.222736,1.278,0.888
aega_200_280_20_pc0.98_pm0.45_0.10_rw3.0_3,200,280,20,0.98,0.45,0.10,3.0,3,0.702337,0.222720,1.074,0.872
aega_200_280_20_pc0.98_pm0.45_0.10_rw3.0_5,200,280,20,0.98,0.45,0.10,3.0,5,0.563827,0.347375,1.610,0.999
aega_200_280_20_pc0.98_pm0.45_0.10_rw3.0_8,200,280,20,0.98,0.45,0.10,3.0,8,0.703183,0.222314,1.019,0.852
aega_200_280_20_pc0.98_pm0.50_0.08_rw1.5_3,200,280,20,0.98,0.50,0.08,1.5,3,0.555025,0.355706,1.768,1.077
aega_200_280_20_pc0.98_pm0.50_0.08_rw1.5_5,200,280,20,0.98,0.50,0.08,1.5,5,0.378996,0.454142,1.346,1.001
aega_200_280_20_pc0.98_pm0.50_0.08_rw1.5_8,200,280,20,0.98,0.50,0.08,1.5,8,0.703163,0.222567,1.300,0.985
aega_200_280_20_pc0.98_pm0.50_0.08_rw2.0_3,200,280,20,0.98,0.50,0.08,2.0,3,0.260667,0.583896,1.417,0.992
aega_200_280_20_pc0.98_pm0.50_0.08_rw2.0_5,200,280,20,0.98,0.50,0.08,2.0,5,0.702384,0.222697,1.653,1.135
aega_200_280_20_pc0.98_pm0.50_0.08_rw2.0_8,200,280,20,0.98,0.50,0.08,2.0,8,0.563210,0.348426,1.711,1.066
aega_200_280_20_pc0.98_pm0.50_0.08_rw2.5_3,200,280,20,0.98,0.50,0.08,2.5,3,0.556909,0.355416,1.775,1.139
aega_200_280_20_pc0.98_pm0.50_0.08_rw2.5_5,200,280,20,0.98,0.50,0.08,2.5,5,0.702642,0.222721,1.787,1.166
aega_200_280_20_pc0.98_pm0.50_0.08_rw2.5_8,200,280,20,0.98,0.50,0.08,2.5,8,0.563170,0.347556,2.183,1.299
aega_200_280_20_pc0.98_pm0.50_0.08_rw3.0_3,200,280,20,0.98,0.50,0.08,3.0,3,0.557950,0.351830,2.088,1.290
aega_200_280_20_pc0.98_pm0.50_0.08_rw3.0_5,200,280,20,0.98,0.50,0.08,3.0,5,0.552451,0.359704,1.899,1.233
aega_200_280_20_pc0.98_pm0.50_0.08_rw3.0_8,200,280,20,0.98,0.50,0.08,3.0,8,0.699877,0.224718,1.783,1.123
aega_200_280_20_pc0.98_pm0.50_0.10_rw1.5_3,200,280,20,0.98,0.50,0.10,1.5,3,0.268887,0.572469,1.220,0.912
aega_200_280_20_pc0.98_pm0.50_0.10_rw1.5_5,200,280,20,0.98,0.50,0.10,1.5,5,0.703332,0.222603,1.728,1.175
aega_200_280_20_pc0.98_pm0.50_0.10_rw1.5_8,200,280,20,0.98,0.50,0.10,1.5,8,0.702170,0.223096,1.876,1.177
aega_200_280_20_pc0.98_pm0.50_0.10_rw2.0_3,200,280,20,0.98,0.50,0.10,2.0,3,0.700715,0.223825,1.960,1.179
aega_200_280_20_pc0.98_pm0.50_0.10_rw2.0_5,200,280,20,0.98,0.50,0.10,2.0,5,0.700640,0.223449,1.806,1.152
aega_200_280_20_pc0.98_pm0.50_0.10_rw2.0_8,200,280,20,0.98,0.50,0.10,2.0,8,0.702934,0.223065,1.549,1.074
aega_200_280_20_pc0.98_pm0.50_0.10_rw2.5_3,200,280,20,0.98,0.50,0.10,2.5,3,0.560437,0.349041,1.773,1.176
aega_200_280_20_pc0.98_pm0.50_0.10_rw2.5_5,200,280,20,0.98,0.50,0.10,2.5,5,0.613792,0.257660,1.805,1.191
aega_200_280_20_pc0.98_pm0.50_0.10_rw2.5_8,200,280,20,0.98,0.50,0.10,2.5,8,0.702335,0.222717,1.807,1.201
aega_200_280_20_pc0.98_pm0.50_0.10_rw3.0_3,200,280,20,0.98,0.50,0.10,3.0,3,0.508801,0.360522,1.615,1.156
aega_200_280_20_pc0.98_pm0.50_0.10_rw3.0_5,200,280,20,0.98,0.50,0.10,3.0,5,0.702700,0.222954,1.888,1.212
aega_200_280_20_pc0.98_pm0.50_0.10_rw3.0_8,200,280,20,0.98,0.50,0.10,3.0,8,0.564650,0.346962,2.218,1.267
